"","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend"
"273","Tundra","Iceland","ENDALEN:DRY-L",78.18557,15.74496,"Elmendorf et al. 2012","Deciduous shrubs","Group",6,2003,2009,"8.4","12",3.6,0.6,"Ecological monitoring","t250","Europe","Increase","Tundra_increase"
"274","Tundra","Faroe Islands","FAROE:SORNFELLI",62.066667,-6.95,NA,"Deciduous shrubs","Group",7,2001,2008,"12.4","18.3",5.9,0.842857143,"Ecological monitoring","t251","Europe","Increase","Tundra_increase"
"275","Tundra","Sweden","FURI:FURI4",61.63542,12.6375,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"1.284","3.992",2.708,0.16925,"Ecological monitoring","t252","Europe","Increase","Tundra_increase"
"276","Tundra","Sweden","FURI:FURI5",61.63542,12.6375,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"0.961904762","4.104761905",3.142857143,0.196428571,"Ecological monitoring","t253","Europe","Increase","Tundra_increase"
"277","Tundra","Sweden","FURI:FURI6",61.63542,12.6375,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"2.225","8.677777778",6.452777778,0.403298611,"Ecological monitoring","t254","Europe","Increase","Tundra_increase"
"278","Tundra","Italy","GAVIA:POL",46.340556,10.499167,"Bjorkman et al. 2018","Deciduous shrubs","Group",6,2008,2014,"2.075","16.675",14.6,2.433333333,"Ecological monitoring","t255","Europe","Increase","Tundra_increase"
"279","Tundra","Italy","GAVIA:SAL",46.340556,10.499167,"Bjorkman et al. 2018","Deciduous shrubs","Group",6,2008,2014,"81.68","71.1",-10.58,-1.763333333,"Ecological monitoring","t256","Europe","Decrease","Tundra_decrease"
"280","Tundra","Iceland","HJARDARLAND:HA75",64.06638,-20.26565,"Bjorkman et al. 2018","Deciduous shrubs","Group",17,1998,2015,"0","0",0,0,"Ecological monitoring","t257","Europe","Stable","Tundra_stable"
"281","Tundra","Iceland","HJARDARLAND:HF73",64.03843,-20.27764,"Magnusson et al. 2015","Deciduous shrubs","Group",17,1998,2015,"0","0",0,0,"Ecological monitoring","t258","Europe","Stable","Tundra_stable"
"282","Tundra","Iceland","HJARDARLAND:LH92",64.22035,-20.59859,"Magnusson et al. 2015","Deciduous shrubs","Group",17,1998,2015,"3.615384615","9.692307692",6.076923077,0.357466063,"Ecological monitoring","t259","Europe","Increase","Tundra_increase"
"283","Tundra","Iceland","HOLTAVORDUHEIDI:AH36",65.08352,-20.54624,"Magnusson et al. 2015","Deciduous shrubs","Group",18,1997,2015,"0.541666667","4.0625",3.520833333,0.195601852,"Ecological monitoring","t260","Europe","Increase","Tundra_increase"
"284","Tundra","Iceland","HOLTAVORDUHEIDI:AH37",65.06794,-20.58339,"Magnusson et al. 2015","Deciduous shrubs","Group",18,1997,2015,"1.708333333","1.958333333",0.25,0.013888889,"Ecological monitoring","t261","Europe","Increase","Tundra_increase"
"285","Tundra","Iceland","HOLTAVORDUHEIDI:AH38",65.07728,-20.58907,"Magnusson et al. 2015","Deciduous shrubs","Group",18,1997,2015,"2.1","1",-1.1,-0.061111111,"Ecological monitoring","t262","Europe","Decrease","Tundra_decrease"
"286","Tundra","Iceland","HOLTAVORDUHEIDI:VH49",65.22778,-20.43913,"Magnusson et al. 2015","Deciduous shrubs","Group",18,1997,2015,"2.791666667","6.208333333",3.416666667,0.189814815,"Ecological monitoring","t263","Europe","Increase","Tundra_increase"
"287","Tundra","Iceland","HOLTAVORDUHEIDI:VH50",65.23772,-20.4487,"Magnusson et al. 2015","Deciduous shrubs","Group",18,1997,2015,"0.214285714","1.428571429",1.214285714,0.067460317,"Ecological monitoring","t264","Europe","Increase","Tundra_increase"
"288","Tundra","Canada","KLUANE:PIKA",61.21666667,-138.2666667,"Elmendorf et al. 2012","Deciduous shrubs","Group",11,1996,2007,"3.8675","9.1425",5.275,0.479545455,"Ecological monitoring","t265","North America","Increase","Tundra_increase"
"289","Tundra","Russia","KYTALYK:LAKEBED",70.830638,147.475778,"Bjorkman et al. 2018","Deciduous shrubs","Group",5,2007,2012,"25.72992701","29.74452555",4.01459854,0.802919708,"Ecological monitoring","t266","Asia","Increase","Tundra_increase"
"290","Tundra","Russia","KYTALYK:RIDGE",70.826777,147.468277,"Blok et al. 2010 GCB","Deciduous shrubs","Group",2,2007,2009,"9.871393813","12.23496698",2.363573166,1.181786583,"Ecological monitoring","t267","Asia","Increase","Tundra_increase"
"291","Tundra","Sweden","LATNJA:DRY_HEATH",68.35572,18.49531,"Molau 2010","Deciduous shrubs","Group",13,1995,2008,"1.7","4.75",3.05,0.234615385,"Ecological monitoring","t268","Europe","Increase","Tundra_increase"
"292","Tundra","Sweden","LATNJA:DRY_MEADOW",68.35683,18.49756,"Molau 1997; Unpubl. data","Deciduous shrubs","Group",18,1996,2014,"1.75","1.815",0.065,0.003611111,"Ecological monitoring","t269","Europe","Stable","Tundra_stable"
"293","Tundra","Sweden","LATNJA:LatnjaHeath",68.35,18.49,"Molau 2010","Deciduous shrubs","Group",4,1995,1999,"13.25","16.75",3.5,0.875,"Ecological monitoring","t270","Europe","Increase","Tundra_increase"
"294","Tundra","Sweden","LATNJA:TUSSOCK_TUNDRA",68.3551536,18.4913635,"Molau 2010","Deciduous shrubs","Group",19,1995,2014,"2.454545455","2",-0.454545455,-0.023923445,"Ecological monitoring","t271","Europe","Decrease","Tundra_decrease"
"295","Tundra","Sweden","LATNJA:WET_SEDGE",68.3551536,18.4913635,"Molau 1997; Unpubl. data","Deciduous shrubs","Group",13,1994,2007,"0.8","1.7",0.9,0.069230769,"Ecological monitoring","t272","Europe","Increase","Tundra_increase"
"296","Tundra","Sweden","LOGH:LOGH2",62.10253,12.34458,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"2.966666667","0.323809524",-2.642857143,-0.165178571,"Ecological monitoring","t273","Europe","Decrease","Tundra_decrease"
"297","Tundra","Sweden","LOGH:LOGH4",62.10253,12.34458,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"0.205882353","0.094117647",-0.111764706,-0.006985294,"Ecological monitoring","t274","Europe","Stable","Tundra_stable"
"298","Tundra","Sweden","LOGH:LOGH5",62.10253,12.34458,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"0.857142857","8.719047619",7.861904762,0.491369048,"Ecological monitoring","t275","Europe","Increase","Tundra_increase"
"299","Tundra","Sweden","LORI:LORI1",62.11508,12.27236,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"4.365789474","2.626315789",-1.739473684,-0.108717105,"Ecological monitoring","t276","Europe","Decrease","Tundra_decrease"
"300","Tundra","Sweden","LORI:LORI3",62.11508,12.27236,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"8.306060606","6.781818182",-1.524242424,-0.095265152,"Ecological monitoring","t277","Europe","Decrease","Tundra_decrease"
"301","Tundra","Sweden","LORI:LORI4",62.11508,12.27236,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"4.345","10.4525",6.1075,0.38171875,"Ecological monitoring","t278","Europe","Increase","Tundra_increase"
"302","Tundra","Iceland","MODRUVELLIR:LH69",65.93894,-18.10823,"Magnusson et al. 2015","Deciduous shrubs","Group",17,1998,2015,"1.192307692","7.5",6.307692308,0.371040724,"Ecological monitoring","t279","Europe","Increase","Tundra_increase"
"303","Tundra","Iceland","MODRUVELLIR:ML54",65.73728,-18.21928,"Magnusson et al. 2015","Deciduous shrubs","Group",17,1998,2015,"0.833333333","6.833333333",6,0.352941176,"Ecological monitoring","t280","Europe","Increase","Tundra_increase"
"304","Tundra","Iceland","MODRUVELLIR:MV51",65.77726,-18.27375,"Magnusson et al. 2015","Deciduous shrubs","Group",17,1998,2015,"0.75","0.8125",0.0625,0.003676471,"Ecological monitoring","t281","Europe","Stable","Tundra_stable"
"305","Tundra","Iceland","MODRUVELLIR:MV52",65.76853,-18.28029,"Magnusson et al. 2015","Deciduous shrubs","Group",17,1998,2015,"8.111111111","18.66666667",10.55555556,0.620915033,"Ecological monitoring","t282","Europe","Increase","Tundra_increase"
"306","Tundra","USA","NIWOT:BARREN_SADDLE",40.052686,-105.58884,"Walker et al. 1994; Unpubl. data","Deciduous shrubs","Group",7,1990,1997,"5.533333333","6.0625",0.529166667,0.075595238,"Ecological monitoring","t283","North America","Increase","Tundra_increase"
"307","Tundra","USA","NIWOT:DRY MEADOW_SADDLE",40.05473,-105.58621,"Walker et al. 1994; Unpubl. data","Deciduous shrubs","Group",7,1990,1997,"0","0.235294118",0.235294118,0.033613445,"Ecological monitoring","t284","North America","Increase","Tundra_increase"
"308","Tundra","USA","NIWOT:MOIST MEADOW_SADDLE",40.052286,-105.589487,"Walker et al. 1994; Unpubl. data","Deciduous shrubs","Group",7,1990,1997,"0.277777778","0.3",0.022222222,0.003174603,"Ecological monitoring","t285","North America","Stable","Tundra_stable"
"309","Tundra","USA","NIWOT:ORDINATION_DRYMEADOW",40.05473,-105.58621,"Elmendorf et al. 2012","Deciduous shrubs","Group",10,1991,2001,"0","0.25",0.25,0.025,"Ecological monitoring","t286","North America","Increase","Tundra_increase"
"310","Tundra","USA","NIWOT:ORDINATION_MOISTMEADOW",40.052286,-105.589487,"Elmendorf et al. 2012","Deciduous shrubs","Group",10,1991,2001,"0.356770833","0.920833333",0.5640625,0.05640625,"Ecological monitoring","t287","North America","Increase","Tundra_increase"
"311","Tundra","USA","NIWOT:ORDINATION_MOISTSHRUB",40.0533568,-105.5874753,"Elmendorf et al. 2012","Deciduous shrubs","Group",10,1991,2001,"26.44791667","33.365",6.917083333,0.691708333,"Ecological monitoring","t288","North America","Increase","Tundra_increase"
"312","Tundra","USA","NIWOT:ORDINATION_WETMEADOW",40.054382,-105.58743,"Elmendorf et al. 2012","Deciduous shrubs","Group",10,1991,2001,"0.983333333","1.531851852",0.548518519,0.054851852,"Ecological monitoring","t289","North America","Increase","Tundra_increase"
"313","Tundra","USA","NIWOT:WET MEADOW_SADDLE",40.054382,-105.58743,"Walker et al. 1994; Unpubl. data","Deciduous shrubs","Group",7,1990,1997,"1.05","2.25",1.2,0.171428571,"Ecological monitoring","t290","North America","Increase","Tundra_increase"
"314","Tundra","Iceland","OXNADALSHEIDI:SA16",65.46684,-18.69754,"Magnusson et al. 2015","Deciduous shrubs","Group",18,1997,2015,"5.777777778","7.5",1.722222222,0.095679012,"Ecological monitoring","t291","Europe","Increase","Tundra_increase"
"315","Tundra","Iceland","OXNADALSHEIDI:SA17",65.46596,-18.69386,"Magnusson et al. 2015","Deciduous shrubs","Group",18,1997,2015,"6.46875","10.4375",3.96875,0.220486111,"Ecological monitoring","t292","Europe","Increase","Tundra_increase"
"316","Tundra","Iceland","OXNADALSHEIDI:SA19",65.48131,-18.90435,"Magnusson et al. 2015","Deciduous shrubs","Group",18,1997,2015,"2.538461538","1.538461538",-1,-0.055555556,"Ecological monitoring","t293","Europe","Decrease","Tundra_decrease"
"317","Tundra","Canada","QHI:HE",69.57488,-138.86347,"Myers-Smith et al. 2011","Deciduous shrubs","Group",16,1999,2015,"6.652173913","10.60869565",3.956521739,0.247282609,"Ecological monitoring","t294","North America","Increase","Tundra_increase"
"318","Tundra","Canada","QHI:KO",69.57646,-138.86774,"Myers-Smith et al. 2011","Deciduous shrubs","Group",16,1999,2015,"9.6","13.4",3.8,0.2375,"Ecological monitoring","t295","North America","Increase","Tundra_increase"
"319","Tundra","Sweden","RIRI:RIRI2",67.77306,17.53611,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"4.413793103","18.17931034",13.76551724,0.860344828,"Ecological monitoring","t296","Europe","Increase","Tundra_increase"
"320","Tundra","Sweden","RIRI:RIRI4",67.77306,17.53611,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"7.635135135","11.98648649",4.351351351,0.271959459,"Ecological monitoring","t297","Europe","Increase","Tundra_increase"
"321","Tundra","Sweden","RIRI:RIRI6",67.77306,17.53611,"Vowles et al. 2017","Deciduous shrubs","Group",16,1995,2011,"5.160869565","12.00652174",6.845652174,0.427853261,"Ecological monitoring","t298","Europe","Increase","Tundra_increase"
"322","Tundra","Svalbard","SADVENT:MES_PHOTO",78.19,15.934,"Cooper et al. 2006; Unpubl. data","Deciduous shrubs","Group",5,2003,2008,"49.4","33",-16.4,-3.28,"Ecological monitoring","t299","Europe","Decrease","Tundra_decrease"
"323","Tundra","Canada","SVERDRUP:SVERDRUP",79.13658,-79.61922,"Levesque 1997; Unpubl. data","Deciduous shrubs","Group",17,1992,2009,"5.3","1.666666667",-3.633333333,-0.21372549,"Ecological monitoring","t300","North America","Decrease","Tundra_decrease"
"324","Tundra","Japan","TAISETSU:F1",43.54,142.87,"Kudo et al. 2010","Deciduous shrubs","Group",5,2002,2007,"8.533333333","8.533333333",0,0,"Ecological monitoring","t301","Asia","Stable","Tundra_stable"
"325","Tundra","Japan","TAISETSU:F2",43.55,142.86,"Kudo et al. 2010","Deciduous shrubs","Group",5,2002,2007,"1.916666667","3.583333333",1.666666667,0.333333333,"Ecological monitoring","t302","Asia","Increase","Tundra_increase"
"326","Tundra","Japan","TAISETSU:S1",43.55,142.87,"Kudo et al. 2010","Deciduous shrubs","Group",5,2002,2007,"16.83333333","1.5",-15.33333333,-3.066666667,"Ecological monitoring","t303","Asia","Decrease","Tundra_decrease"
"327","Tundra","Iceland","THYKKVIBAER:RT81",63.98622,-21.15821,"Magnusson et al. 2005","Deciduous shrubs","Group",17,1998,2015,"3.8","9.7",5.9,0.347058824,"Ecological monitoring","t304","Europe","Increase","Tundra_increase"
"328","Tundra","Iceland","THYKKVIBAER:VE82",63.97085,-21.16772,"Magnusson et al. 2005","Deciduous shrubs","Group",17,1998,2015,"3","12.7",9.7,0.570588235,"Ecological monitoring","t305","Europe","Increase","Tundra_increase"
"329","Tundra","Tibet","TIBET:SHRUB",37.6,101.3,"Site not in NCC table","Deciduous shrubs","Group",7,2001,2008,"30.5","45",14.5,2.071428571,"Ecological monitoring","t306","Asia","Increase","Tundra_increase"
"330","Tundra","USA","TOOLIK:DRY",68.62,-149.61,"Wahren et al. 2005; Unpubl. Data","Deciduous shrubs","Group",13,1994,2007,"2.083333333","2.416666667",0.333333333,0.025641026,"Ecological monitoring","t307","North America","Increase","Tundra_increase"
"331","Tundra","USA","TOOLIK:IMNAVAIT",68.62,-149.28,"Elmendorf et al. 2012","Deciduous shrubs","Group",18,1989,2007,"2.04084507","2.632394366",0.591549296,0.03286385,"Ecological monitoring","t308","North America","Increase","Tundra_increase"
"332","Tundra","USA","TOOLIK:MOIST",68.62,-149.61,"Wahren et al. 2005; Unpubl. data","Deciduous shrubs","Group",14,1994,2008,"7.19047619","12.11111111",4.920634921,0.351473923,"Ecological monitoring","t309","North America","Increase","Tundra_increase"
"333","Tundra","USA","TOOLIK:TUSSOCKGRID",68.62,-149.61,"Elmendorf et al. 2012","Deciduous shrubs","Group",18,1990,2008,"1.079411765","2.2",1.120588235,0.062254902,"Ecological monitoring","t310","North America","Increase","Tundra_increase"
"334","Tundra","Canada","TORNGATS:NAKVAKDRY",58.63917,-63.375,"Bjorkman et al. 2018","Deciduous shrubs","Group",8,2007,2015,"11.60678211","17.875",6.268217893,0.783527237,"Ecological monitoring","t311","North America","Increase","Tundra_increase"
"335","Tundra","Canada","TORNGATS:NAKVAKWET",58.63917,-63.375,"Bjorkman et al. 2018","Deciduous shrubs","Group",8,2007,2015,"17.67977855","17.65517241",-0.024606141,-0.003075768,"Ecological monitoring","t312","North America","Stable","Tundra_stable"
"336","Tundra","Switzerland","VALBERCLA:ALPINE",46.4758,9.5842,"Gugerli 1997; Unpubl. data","Deciduous shrubs","Group",19,1994,2013,"3.296296296","8.822222222",5.525925926,0.290838207,"Ecological monitoring","t313","Europe","Increase","Tundra_increase"
"337","Savanna","South Africa","Eastern cape, Kei Road and Komga",-32.67,27.67,"O'Connor & Crow, 1999","Acacia karoo","Species",48,1938,1986,"17","35",18,0.375,"stratified sampling of aerial photos","s1","Africa","Increase","Savanna_increase"
"338","Savanna","Swaziland","NE Swaziland lowveld",-26.27,31.9,"Roques, O' Connor et al, 2001","Dichrostachys cineria","Species",43,1947,1990,"2","31",29,0.674418605,"stratified sampling of aerial photos","s2","Africa","Increase","Savanna_increase"
"339","Savanna","Swaziland","NE Swaziland lowveld",-26.27,31.9,"Roques, O' Connor et al, 2001","Dichrostachys cineria","Species",50,1947,1997,"2","42",40,0.8,"stratified sampling of aerial photos","s3","Africa","Increase","Savanna_increase"
"340","Savanna","Swaziland","NE Swaziland lowveld",-26.27,31.9,"Roques, O' Connor et al, 2001","Dichrostachys cineria","Species",50,1947,1997,"2","25",23,0.46,"stratified sampling of aerial photos","s4","Africa","Increase","Savanna_increase"
"341","Savanna","Swaziland","NE Swaziland lowveld",-26.27,31.9,"Roques, O' Connor et al, 2001","Dichrostachys cineria","Species",50,1947,1997,"2","19",17,0.34,"stratified sampling of aerial photos","s5","Africa","Increase","Savanna_increase"
"342","Savanna","Swaziland","NE Swaziland lowveld",-26.27,31.9,"Roques, O' Connor et al, 2001","Dichrostachys cineria","Species",50,1947,1997,"2","19",17,0.34,"stratified sampling of aerial photos","s6","Africa","Increase","Savanna_increase"
"343","Savanna","Swaziland","NE Swaziland lowveld",-26.27,31.9,"Roques, O' Connor et al, 2001","Dichrostachys cineria","Species",50,1947,1997,"2","3",1,0.02,"stratified sampling of aerial photos","s7","Africa","Increase","Savanna_increase"
"344","Savanna","South Africa","Madikwe, NW south africa",-25,26.03,"Hudak, Wessman, 2001","trees and shrubs","Group",41,1955,1996,"18.4","24",5.6,0.136585366,"Textural analysis, aerial photos and spot","s8","Africa","Increase","Savanna_increase"
"345","Savanna","Cameroon","Central Cameroon",6.02,12.81,"Mitchard et al, 2009","trees","Group",20,1986,2006,"not recorded","not reported",20.33,1.0165,"NDVI Landsat, envi","s9","Africa","Increase","Savanna_increase"
"346","Savanna","Cameroon","eastern cameroon",4.33,13.73,"Guillet et al, 2001","Albizia sp/albizia adinifolia (albizia patch coalescense initiates forest invasion)","Species",41,1952,1993,"not recorded","not reported",27,0.658536585,"Aerial photos (backed by species studies and isotopes). 27% (1.18 kM2) of the Kandara savanna area in 1951-
 1952 (4.39 kM2) was invaded by forest over a period of 41 y, between 1952 and
 199","s10","Africa","Increase","Savanna_increase"
"347","Savanna","South Africa","Northern zululand, kwazulu natal",-28.04,32.04,"Wigley et al, 2010","tree/shrub","Group",67,1937,2004,"14","58",44,0.656716418,"aerial photographs","s11","Africa","Increase","Savanna_increase"
"348","Savanna","South Africa","Northern zululand, kwazulu natal",-28.03,32.14,"Wigley et al, 2010","tree/shrub","Group",67,1937,2004,"6","25",19,0.28358209,"aerial photographs","s12","Africa","Increase","Savanna_increase"
"349","Savanna","South Africa","Northern zululand, kwazulu natal",-28.02,32.21,"Wigley et al, 2010","tree/shrub","Group",67,1937,2004,"3","50",47,0.701492537,"aerial photographs","s13","Africa","Increase","Savanna_increase"
"350","Savanna","Guinea","Comoe National Park",8.33,-3.25,"Goetze et al, 2006","Anogeissus leiocarpus","Species",42,1954,1996,"Not recorded","",-0.1,-0.002380952,"aerial photos / spot - % fores patch dissapearance or gain","s14","Africa","Stable","Savanna_stable"
"351","Savanna","Guinea","Comoe National Park",8.33,-3.25,"Goetze et al, 2006","Anogeissus leiocarpus","Species",42,1954,1996,"0.4","0.14",-26,-0.619047619,"aerial photos / spot - % fores patch dissapearance or gain","s15","Africa","Decrease","Savanna_decrease"
"352","Savanna","Zimbabwe","Mafungautsi Forest, ",-18.22,28.93,"Mapedza et al, 2002","trees","Group",20,1976,1996,"68","71",3,0.15,"aerial photos","s16","Africa","Increase","Savanna_increase"
"353","Savanna","Zimbabwe","Mafungautsi Forest, ",-18.22,28.93,"Mapedza et al, 2002","trees","Group",20,1976,1996,"51","14",-37,-1.85,"aerial photos","s17","Africa","Decrease","Savanna_decrease"
"354","Savanna","Ivory coast","",9.75,-5.96,"Basset, Zueli, 2000","Isoberlina doka, Pilostigma thonningii, Acacia sieberanna, Daniella oliveri","Group",33,1956,1989,"4","31",27,0.818181818,"aerial photos (textuaral analysis)","s18","Africa","Increase","Savanna_increase"
"355","Savanna","Ivory coast","",9.33,-5.67,"Basset, Zueli, 2000","Isoberlina doka, Pilostigma thonningii, Acacia sieberanna, Daniella oliveri","Group",37,1956,1993,"16","25",9,0.243243243,"aerial photos (textuaral analysis)","s19","Africa","Increase","Savanna_increase"
"356","Savanna","South Africa","Pniel Estates",-28.5,24.68,"Britz, Ward, 2007","Acacia melifera","Species",36,1957,1993,"31.12","40",8.88,0.246666667,"aerial photographs supervised classificiation","s20","Africa","Increase","Savanna_increase"
"357","Savanna","South Africa","Pniel Estates",-28.5,24.68,"Britz, Ward, 2007","Acacia erioloba","Species",36,1957,1993,"3.5","7.25",3.75,0.104166667,"aerial photographs supervised classificiation","s21","Africa","Increase","Savanna_increase"
"358","Savanna","South Africa","Pniel Estates",-28.5,24.68,"Britz, Ward, 2007","Grewia flava","Species",36,1957,1993,"23","27.2",4.2,0.116666667,"aerial photographs supervised classificiation","s22","Africa","Increase","Savanna_increase"
"359","Savanna","","Magersfontein, Kimberly",-27.5,31.42,"Gordijn et al, 2012","Berchemia zeyheri, A.karoo, Euclea crispa, Combretum apiculatum","Group",64,1943,2007,"12","46",34,0.53125,"aerial photographs (textural analysis)","s23","Africa","Increase","Savanna_increase"
"360","Savanna","Zimbabwe","Sengwa Wildlife Research area",-28.23,18.12,"Mapuare, Campbell, 2002 ","trees","Group",38,1958,1996,"95.2","68.2",-27,-0.710526316,"aerial photos (dot grid method)","s24","Africa","Decrease","Savanna_decrease"
"361","Savanna","Zimbabwe","Communal rangeland adjacent to Sengwa wildlife research area",-28.23,18.12,"Mapuare, Campbell, 2002 ","trees","Group",38,1958,1996,"97.6","75.3",-22.3,-0.586842105,"aerial photos (dot grid method)","s25","Africa","Decrease","Savanna_decrease"
"362","Savanna","South Africa","Bathurst, E cape",-33.5,26.82,"Puttick et al, 2011","Acacia karoo","Species",62,1942,2004,"40","55",15,0.241935484,"aerial photos (grid overay 30x30m)","s26","Africa","Increase","Savanna_increase"
"363","Savanna","South Africa","Potshini village, KZN",-28.81,29.36,"Grellier et al, 2012","Acacia sieberianna","Species",64,1945,2009,"0.5","9.5",9,0.140625,"aerial photos","s27","Africa","Increase","Savanna_increase"
"364","Savanna","Tanzania","Lake Manyara National Park",-3.5,35.75,"Prins & van der Jeugd, 1993","Acacia tortilis","Species",6,1985,1991,"24.9","45.6",20.7,3.45,"aerial photos","s28","Africa","Increase","Savanna_increase"
"365","Savanna","Tanzania","Lake Manyara National Park",-3.5,35.75,"Prins & van der Jeugd, 1993","Caparais tormentosa","Species",6,1985,1991,"53","64",11,1.833333333,"aerial photos","s29","Africa","Increase","Savanna_increase"
"366","Savanna","Tanzania","Lake Manyara National Park",-3.5,35.75,"Prins & van der Jeugd, 1993","Croton macrostachys - Acacia albida","Species",6,1985,1991,"35.1","40.1",5,0.833333333,"aerial photos","s30","Africa","Increase","Savanna_increase"
"367","Savanna","Tanzania","Lake Manyara National Park",-3.5,35.75,"Prins & van der Jeugd, 1993","Cordi africana","Species",6,1985,1991,"56.4","57.4",1,0.166666667,"aerial photos","s31","Africa","Increase","Savanna_increase"
"368","Savanna","Tanzania","Lake Manyara National Park",-3.5,35.75,"Prins & van der Jeugd, 1993","Phoenix reclinata","Species",6,1985,1991,"27.8","32",4.2,0.7,"aerial photos","s32","Africa","Increase","Savanna_increase"
"369","Savanna","South Africa","Weenen and muden areas of Kzn",-28.87,30.25,"Hoffman & O Connor, 2009","Acacia tortilis (lower altitutdes), A karoo (eleva above 1000m)","Species",43,1955,1998,"21","59",38,0.88372093,"fixed point photos","s33","Africa","Increase","Savanna_increase"
"370","Savanna","South Africa","Paardenberg, N Cape",-28.98,25.09,"Ward & Hoffmann, 2014","Acacia tortilis, Acacia erioloba","Species",110,1900,2010,"1","50",49,0.445454545,"fixed point photos","s34","Africa","Increase","Savanna_increase"
"371","Savanna","South Africa","Belmont , N Cape ",-29.42,24.37,"Ward & Hoffmann, 2014","Acacia tortilis and Pentzi incana","Species",111,1899,2010,"5","20",15,0.135135135,"fixed point photos","s35","Africa","Increase","Savanna_increase"
"372","Savanna","South Africa","Carters Ridge Memorial ",-28.98,25.09,"Ward & Hoffmann, 2014","A tortilis","Species",91,1919,2010,"15","10",-5,-0.054945055,"fixed point photos","s36","Africa","Decrease","Savanna_decrease"
"373","Savanna","South Africa","Schmidtsdrify Road",-28.69,24.63,"Ward & Hoffmann, 2014","Acacia tortilis","Species",21,1989,2010,"1.8","0.5",-1.3,-0.061904762,"fixed point photos","s37","Africa","Decrease","Savanna_decrease"
"374","Savanna","South Africa","Fugitives Drift 35 km SE Dundee",-28.23,30.36,"Russel  Ward, 2014","Acacia karoo,","Species",61,1944,2005,"38","74",36,0.590163934,"aerial photo","s38","Africa","Increase","Savanna_increase"
"375","Savanna","South Africa","Islandwana",-28.21,30.39,"Russel  Ward, 2014","Acacia sp","Species",61,1944,2005,"0","2",2,0.032786885,"aerial photo","s39","Africa","Increase","Savanna_increase"
"376","Savanna","South Africa","KZN Highland thornveld",-28.21,30.32,"Russel  Ward, 2014","Euclea crispa, A. sieberana","Species",61,1944,2005,"4","20",16,0.262295082,"aerial photo","s40","Africa","Increase","Savanna_increase"
"377","Savanna","South Africa","KZN Highland thornveld",-28.21,30.32,"Russel  Ward, 2014","Acacia sp","Species",61,1944,2005,"0","9",9,0.147540984,"aerial photo","s41","Africa","Increase","Savanna_increase"
"378","Savanna","South Africa","KZN Highland thornveld",-28.1,30.24,"RusseL, Ward 2014b","Acacia karoo, Diospyrus spp, Euclea crispa, Vitex rehmannii, Acacia sieberanna","Group",132,1879,2011,"6","36.5",30.5,0.231060606,"fixed point photos","s42","Africa","Increase","Savanna_increase"
"379","Savanna","Botswana","Chobe National Park",-18.8,24.36,"Mosulgelo et al 2002","woodland vegetation","Group",36,1962,1998,"60","30",-30,-0.833333333,"aerial photo","s43","Africa","Decrease","Savanna_decrease"
"380","Savanna","Botswana","Chobe National Park",-18.8,24.36,"Mosulgelo et al 2002","shrubland vegetation","Group",36,1962,1998,"5","33",28,0.777777778,"aerial photo","s44","Africa","Increase","Savanna_increase"
"381","Savanna","Tanzania","Taragire National Park",-4,36.42,"Van der Vijver  et al, 1999","trees and shrubs","Group",25,1971,1996,"24","10",-14,-0.56,"PCQ ","s45","Africa","Decrease","Savanna_decrease"
"382","Savanna","Tanzania","Taragire National Park",-4,36.42,"Van der Vijver  et al, 1999","trrees and shrubs","Group",25,1971,1996,"17","12",-5,-0.2,"PCQ ","s46","Africa","Decrease","Savanna_decrease"
"383","Savanna","Zimbabwe","Gonarezhou National Park",-21.75,33.38,"Tafengenyasha","Androstachys jonsonii, C.mopane","Species",14,1970,1984,"not recorded","not recorded",-16,-1.142857143,"Fixed point","s47","Africa","Decrease","Savanna_decrease"
"384","Savanna","namibia","Nama karoo ",-24,18,"Rohde, Hoffman 2012","Acacia melifera","Species",133,1876,2009,"14.7","20.29",5.59,0.042,"Fixed point","s48","Africa","Increase","Savanna_increase"
"385","Savanna","namibia","Nama karoo ",-22,17,"Rohde, Hoffman 2012","Acacia erubescens, A. tortilis, Dichrostachys cineria","Group",133,1876,2009,"8.9","23.14",14.24,0.107067669,"fixed point","s49","Africa","Increase","Savanna_increase"
"386","Savanna","South Africa","Fort Beaufort",-32.77,26.63,"Puttick et al, 2014a","Acacia karoo","Species",55,1949,2004,"not recorded","not recorded",5,0.090909091,"aerial photos (grid overay 30x30m)","s50","Africa","Increase","Savanna_increase"
